ID,Area,Perimeter
sd10_10x4a5.tiff,1268.555894,474.5756817
sd7_10x4a9.tiff,1234.532175,407.1614677
sd28_10x2a4.tiff,698.5346974,330.00714
sd20_10x9a3.tiff,1862.895362,582.7350619
sd6_10xs4a9.tiff,1229.706013,425.2619734
sd22_10x2a3.tiff,1507.551057,525.9137748
sd11_10xs2a1.tiff,1165.280401,425.8893896
sd12_10x2a1.tiff,1247.888493,446.4751759
sd28_10x6a3.tiff,1304.31921,491.6467484
sd8_10xs1a3.tiff,485.0905528,214.0243849
sd29_10xs1a1.tiff,1027.08333,372.9188274
sd22_10x6a4.tiff,1632.89967,538.0731552
sd1_10x3a1.tiff,921.2764688,404.2497815
sd12_10x7a2.tiff,983.4841246,408.9604578
sd10_10x5a1.tiff,2970.671353,796.4751754
sd11_10xs3a5.tiff,924.6434152,342.1492753
sd20_10x1a4.tiff,676.4375518,302.0071398
sd1_10xs8a9.tiff,1699.242219,550.9777031
sd17_10x5a2.tiff,1068.585508,373.9482647
sd12_10x3a5.tiff,1181.370572,459.5046141
sd14_10x87.tiff,1254.167674,475.3624784
sd10_10x1a6.tiff,1633.440727,558.617311
sd20_10x5a3.tiff,1275.35065,443.303604
sd18_10x3a2.tiff,1269.453333,492.7005718
sd2_10x4a8.tiff,1249.019877,478.3330411
sd20_10x2a1.tiff,876.3878304,349.1370823
sd1_10x43.tiff,983.9325341,410.4335452
sd12_10x4a7.tiff,1579.444889,529.7127649
sd10_10x6a4.tiff,1215.270746,467.2203435
sd7_10x6a8.tiff,1066.660216,420.1492757
sd27_10x2a2.tiff,2089.083502,627.737149
sd11_10xs4a7.tiff,1132.513014,391.2792175
sd22_10x4a5.tiff,493.3671448,229.9655089
sd20_10x6a6.tiff,1460.754889,484.1076452
sd28_10x4a2.tiff,1944.442323,667.3452333
sd10_10x2a3.tiff,1163.655487,437.7472544
sd23_10x1b5.tiff,1317.228585,501.060962
sd11_10xs1a4.tiff,1131.58334,386.4924212
sd20_10x3a5.tiff,1630.376907,533.0264741
sd3_10x3a3.tiff,656.4354557,267.8650039
sd12_10x5a3.tiff,1291.586177,459.3624783
sd28_10x1a1.tiff,1508.078356,558.8771971
sd18_10x1a3.tiff,980.1869472,378.274164
sd29_10xs2a4.tiff,845.4069199,309.1614691
sd17_10x3a4.tiff,1017.509188,399.4457376
sd22_10x5a1.tiff,1362.466826,476.8355676
sd11_10xs5a3.tiff,509.4514648,225.1370832
sd20_10x7a2.tiff,1313.836076,467.1370825
sd6_10xs4a5.tiff,1243.319945,433.0782077
sd14_10xs3a6.tiff,1122.837298,438.6345575
sd2_10x6a5.tiff,737.7661714,316.0071396
sd7_10x4a5.tiff,555.0232794,238.4507912
sd23_10xs4a5.tiff,1704.932621,604.2396761
sd14_10xs7a1.tiff,1644.114742,549.2691133
sd2_10x2a2.tiff,1487.036743,535.6051199
sd5_10x2a1.tiff,1021.544083,398.1076448
sd8_10x2a5.tiff,1288.961379,449.5289981
sd14_10xs2a2.tiff,2088.219047,628.0559094
sd6_10xs5a1.tiff,1733.371947,527.6711347
sd1_10xs8a5.tiff,1096.559055,441.9066344
sd2_10x7a1.tiff,936.0931414,357.6467489
sd20_10xs1a4.tiff,825.1984921,328.4507908
sd11_10x3a2.tiff,1097.04657,395.8233747
sd1_10xs1a6.tiff,1678.032795,567.4629834
sd1_10xs8a11.tiff,1419.663594,511.379724
sd23_10x5a4.tiff,1589.140999,553.8721434
sd23_10xs5a1.tiff,1006.838578,425.6639946
sd7_10x5a1.tiff,1215.338459,440.8010772
sd6_10xs1a6.tiff,969.4845798,379.1025951
sd14_10xs6a5.tiff,2512.396397,712.877197
sd26_10x3a3.tiff,596.7296304,264.1665206
sd18_10xs2a4.tiff,807.0124516,352.2914103
sd19_10x5a1.tiff,1809.70389,541.5634892
sd28_10xs8a3.tiff,328.1985628,178.9533174
sd14_10x5a5.tiff,1857.51596,574.6761864
sd23_10xs1a6.tiff,981.4607677,393.9066359
sd12_10x3a9.tiff,1631.258952,539.0020874
sd5_10x3a5.tiff,1339.377093,480.0487698
sd5_10xs2a1.tiff,1045.092796,416.6934321
sd7_10x6a4.tiff,1255.877893,431.7645
sd10_10x6a8.tiff,2002.368281,626.7005715
sd13_10x2a4.tiff,612.1141207,269.6223632
sd20_10xs2a1.tiff,690.3582644,300.7939376
sd14_10xs1a7.tiff,2229.706239,663.7716392
sd2_10x4a4.tiff,2033.401112,632.1147848
sd23_10xs2a3.tiff,853.106517,340.6934316
sd7_10x2a3.tiff,768.4474063,309.8233743
sd6_10xs2a3.tiff,614.9606804,280.2497805
sd29_10x2a1.tiff,826.9125737,341.5634887
sd18_10xs1a1.tiff,2111.841941,661.6538879
