ID,Area,Perimeter
sd8_10xs32.tiff,486.0521727,218.5512971
sd12_10x6a6.tiff,1482.48746,473.671136
sd10_10x4a5.tiff,1255.912254,417.7056242
sd7_10x4a9.tiff,494.9807507,216.8111824
sd11_10x2a12.tiff,608.1295116,264.8355671
sd2_10xcots7b2.tiff,1433.106059,499.2447276
sd28_10x2a4.tiff,1505.244528,464.4579314
sd18_10x6a1.tiff,1452.388617,476.3574266
sd9_10x9a2.tiff,1881.460312,586.7838328
sd15_10x6a5.tiff,1215.376753,454.7178159
sd2_10xs3f2.tiff,1498.859427,487.9554056
sd15_10x10a6.tiff,1673.792421,531.5117568
sd21_10x4a16.tiff,2658.40797,704.1320314
sd3_10x4a1.tiff,1179.964728,456.5756819
sd2_10xcots3b5.tiff,1099.436488,373.7888851
sd27_10x4a4.tiff,1089.068275,404.0731567
sd21_10x2a8.tiff,2152.244421,664.7766913
sd12_10x2a1.tiff,1060.593598,410.735062
sd15_10x82.tiff,1671.205233,531.913775
sd2_10x4b2.tiff,833.9408979,334.4507908
sd9_10x4a6.tiff,1338.374222,457.2863587
sd29_10xs1a1.tiff,1811.374,588.901582
sd22_10x6a4.tiff,2997.339457,781.244728
sd16_10xs2a1.tiff,1780.074994,565.6051189
sd15_10x94.tiff,2219.859804,665.4112477
sd2_10x1b1.tiff,3213.917806,806.4335463
sd2_10x4c4.tiff,1893.016277,574.0315247
sd27_10x8a4.tiff,773.8382269,363.7056239
sd10_10x5a1.tiff,735.2956349,287.6639932
sd6_10x3a2.tiff,1793.958772,595.043718
sd22_10x3a7.tiff,2518.832182,710.575682
sd20_10x1a4.tiff,1052.810331,414.9188288
sd20_10xs1a8.tiff,1616.260725,535.3797234
sd15_10x7a1.tiff,1943.892117,628.7249553
sd26_10x7a8.tiff,1158.423151,449.4041078
sd21_10x7a10.tiff,1205.056951,463.9726502
sd2_10xs3b3.tiff,313.9297826,155.6812385
sd9_10x1a5.tiff,1785.090915,576.5340513
sd2_10xcots12.tiff,808.1203874,302.6345572
sd9_10x8a6.tiff,1628.535819,538.3330393
sd2_10xcots7c4.tiff,1084.497753,406.0904005
sd2_10x5b6.tiff,1075.938369,381.9898962
sd5_10x3a9.tiff,1325.014847,438.7350614
sd12_10x3a5.tiff,2469.498203,694.215291
sd22_10x7a12.tiff,2975.52071,799.1025934
sd2_10xcots2b1.tiff,2090.60876,588.859953
sd15_10x3a6.tiff,1464.386828,509.3208491
sd2_10xs2c1.tiff,742.4695459,283.9482663
sd17_10x1a5.tiff,1204.387264,444.6934313
sd6_10x7a5.tiff,1258.996488,461.7472538
sd20_10x5a3.tiff,2572.224027,730.3330407
sd17_10x8a6.tiff,2281.427526,622.2569206
sd18_10x3a2.tiff,1213.000285,412.4924209
sd9_10x5a2.tiff,1931.60775,589.2518661
sd22_10x9a1.tiff,1153.652457,436.3574246
sd2_10x4a8.tiff,1870.512253,577.0020875
sd17_10x6a7.tiff,1574.745682,514.7178175
sd20_10x2a1.tiff,2076.937215,646.7178167
sd2_10x2b4.tiff,2457.331478,699.4041086
sd21_10x102.tiff,2383.70961,665.8965302
sd27_10x2a2.tiff,824.3867484,354.3086555
sd2_10xcots5b3.tiff,2858.618431,760.3818108
sd22_10x4a5.tiff,2728.59903,786.7422014
sd18_10x9a4.tiff,753.7913766,335.8650041
sd9_10x6a7.tiff,1967.258725,601.5706285
sd2_10xs3e8.tiff,766.9583159,323.2203429
sd28_10x4a2.tiff,2170.304868,623.8792849
sd2_10xcots4c1.tiff,1497.300601,508.7594478
sd27_10x6a5.tiff,1365.200461,462.3990563
sd16_10x23.tiff,630.0178003,294.409161
sd2_10x3c6.tiff,1111.938871,381.1959581
sd2_10xs1b2.tiff,1415.982687,465.9726491
sd9_10x3a4.tiff,1084.656075,374.877197
